url,date,country,reason_for_exclusion
https://japan.kantei.go.jp/103/statement/202506/0622bura.html,"June 22, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202506/0622bura2.html,"June 22, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202506/13message.html,"June 13, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202506/13message3.html,"June 13, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202506/20statement.html,"June 20, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202507/03kaiken.html,"July 3, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202507/06message.html,"July 6, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202507/18message.html,"July 18, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202507/23bura.html,"July 23, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202508/23kaiken.html,"August 23, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202508/30kaiken.html,"August 30, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202509/04message.html,"September 4, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202509/05bura.html,"September 5, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202509/06message.html,"September 6, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202509/12message.html,"September 12, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202509/30kaiken.html,"September 30, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202510/13kaiken.html,"October 13, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/103/statement/202510/17danwa.html,"October 17, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202510/21danwa.html,"October 21, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202510/25kaiken_00007.html,"October 25, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/index.html,"February 17, 2026",japan,OUTSIDE_DATE_RANGE
https://japan.kantei.go.jp/104/statement/202511/07kaiken.html,"November 7, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202511/11message.html,"November 11, 2025",japan,NOT_HISTORY_RELATED
https://japan.kantei.go.jp/104/statement/202512/07kaiken.html,"December 7, 2025",japan,NOT_HISTORY_RELATED
